symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
LUNETH,0.00000000,0.000,0.00000000,0.00489100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
TRIGBTC,0.00000000,0.000,0.00000000,0.00001980,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
TRIGETH,0.00000000,0.000,0.00000000,0.00059400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
TRIGBNB,0.00000000,0.000,0.00000000,0.01218000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
APPCBTC,0.00000000,0.000,0.00000000,0.00000055,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
APPCETH,0.00000000,0.000,0.00000000,0.00014600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
APPCBNB,0.00000000,0.000,0.00000000,0.00189100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIBEBTC,0.00000000,0.000,0.00000000,0.00000042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIBEETH,0.00000000,0.000,0.00000000,0.00005720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RLCBTC,-0.00000113,-2.829,0.00003957,0.00003985,0.00003882,2.90000000,0.00003874,97.20000000,0.00003885,230.60000000,0.00003995,0.00004024,0.00003834,12645.40000000,0.50042085,1694848561021,1694934961021,17887737,17888088,352
RLCETH,-0.00001800,-2.778,0.00064134,0.00064700,0.00063000,17.30000000,0.00063000,2541.50000000,0.00063200,1676.50000000,0.00064800,0.00065000,0.00062600,3275.50000000,2.10070670,1694848559132,1694934959132,3263384,3263503,120
RLCBNB,0.00000000,0.000,0.00000000,0.03344000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
INSBTC,0.00000000,0.000,0.00000000,0.00000618,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
INSETH,0.00000000,0.000,0.00000000,0.00050100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
PIVXBTC,-0.00000006,-0.952,0.00000625,0.00000630,0.00000624,303.00000000,0.00000623,972.00000000,0.00000624,9677.00000000,0.00000630,0.00000632,0.00000616,704409.00000000,4.40163387,1694848502684,1694934902684,12430928,12432954,2027
PIVXBNB,0.00000000,0.000,0.00000000,0.01660000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
IOSTBTC,-0.00000001,-3.571,0.00000027,0.00000028,0.00000027,70702.00000000,0.00000026,16899261.00000000,0.00000027,171712.00000000,0.00000028,0.00000028,0.00000026,7472412.00000000,2.01854220,1694848570036,1694934970036,20858658,20859200,543
IOSTETH,-0.00000010,-2.222,0.00000443,0.00000450,0.00000440,1909.00000000,0.00000439,2000.00000000,0.00000440,83298.00000000,0.00000450,0.00000450,0.00000439,1178368.00000000,5.21912223,1694848507804,1694934907804,6345938,6346043,106
CHATBTC,0.00000000,0.000,0.00000000,0.00000195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
CHATETH,0.00000000,0.000,0.00000000,0.00006585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STEEMBTC,-0.00000019,-3.002,0.00000632,0.00000631,0.00000614,66.00000000,0.00000614,204.00000000,0.00000616,1961.00000000,0.00000633,0.00000639,0.00000613,318378.00000000,2.01272071,1694848280204,1694934680204,14142798,14143363,566
STEEMETH,-0.00000280,-2.724,0.00010282,0.00010220,0.00010000,61.00000000,0.00009980,614.00000000,0.00010030,60.00000000,0.00010280,0.00010350,0.00010000,51563.00000000,5.30180440,1694848527994,1694934927994,3781129,3781336,208
STEEMBNB,0.00000000,0.000,0.00000000,0.00448000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NANOBTC,0.00000000,0.000,0.00000000,0.00006280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NANOETH,0.00000000,0.000,0.00000000,0.00090500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NANOBNB,0.00000000,0.000,0.00000000,0.05589000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIABTC,0.00000000,0.000,0.00000000,0.00000681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIAETH,0.00000000,0.000,0.00000000,0.00085600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIABNB,0.00000000,0.000,0.00000000,0.00958000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BLZBTC,-0.00000004,-0.691,0.00000591,0.00000580,0.00000575,26.00000000,0.00000573,4878.00000000,0.00000574,845.00000000,0.00000579,0.00000637,0.00000550,2878823.00000000,17.02348485,1694848567102,1694934967102,13426122,13433096,6975
BLZETH,0.00000000,0.000,0.00000000,0.00004159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BLZBNB,0.00000000,0.000,0.00000000,0.00062190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
AEBTC,0.00000000,0.000,0.00000000,0.00000292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
AEETH,0.00000000,0.000,0.00000000,0.00021900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
AEBNB,0.00000000,0.000,0.00000000,0.00777000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RPXBTC,0.00000000,0.000,0.00000000,0.00000224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RPXETH,0.00000000,0.000,0.00000000,0.00005449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RPXBNB,0.00000000,0.000,0.00000000,0.00145700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NCASHBTC,0.00000000,0.000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NCASHETH,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NCASHBNB,0.00000000,0.000,0.00000000,0.00006790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
POABTC,0.00000000,0.000,0.00000000,0.00000041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
POAETH,0.00000000,0.000,0.00000000,0.00004891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
POABNB,0.00000000,0.000,0.00000000,0.00092100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ZILBTC,-0.00000002,-3.175,0.00000062,0.00000064,0.00000061,108751.00000000,0.00000061,3339925.00000000,0.00000062,1285662.00000000,0.00000063,0.00000064,0.00000061,2274129.00000000,1.42007990,1694848565250,1694934965250,29062620,29063263,644
ZILETH,-0.00000018,-1.760,0.00001013,0.00001024,0.00001005,12332.00000000,0.00001002,12228.00000000,0.00001004,32382.00000000,0.00001023,0.00001026,0.00001002,507389.00000000,5.13884680,1694848553642,1694934953642,7863922,7864050,129
ZILBNB,-0.00000137,-1.761,0.00007710,0.00007787,0.00007644,970.00000000,0.00007605,222.00000000,0.00007629,30000.00000000,0.00007781,0.00007869,0.00007605,210723.00000000,16.24666209,1694848536410,1694934936410,2952310,2952428,119
ONTBTC,-0.00000010,-1.600,0.00000636,0.00000625,0.00000615,4267.00000000,0.00000615,18260.00000000,0.00000617,12708.00000000,0.00000625,0.00000651,0.00000614,326851.00000000,2.07853863,1694848568161,1694934968161,32966006,32966778,773
ONTETH,0.00000000,0.000,0.00000000,0.00012530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ONTBNB,0.00000000,0.000,0.00000000,0.00246200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STORMBTC,0.00000000,0.000,0.00000000,0.00000035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STORMETH,0.00000000,0.000,0.00000000,0.00001398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STORMBNB,0.00000000,0.000,0.00000000,0.00006550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
QTUMBNB,0.00000000,0.000,0.00000000,0.09597000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
QTUMUSDT,-0.04600000,-2.081,2.20898628,2.21200000,2.16400000,26.80000000,2.16300000,8.30000000,2.16400000,530.90000000,2.21000000,2.28000000,2.15600000,711851.90000000,1572471.08310000,1694848558945,1694934958945,69689673,69700598,10926
XEMBTC,0.00000000,0.000,0.00000000,0.00000192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XEMETH,0.00000000,0.000,0.00000000,0.00003593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XEMBNB,0.00000000,0.000,0.00000000,0.00244100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
WANBTC,-0.00000008,-1.136,0.00000697,0.00000705,0.00000696,115.00000000,0.00000694,1276.00000000,0.00000696,2880.00000000,0.00000704,0.00000706,0.00000689,95278.00000000,0.66425790,1694848558794,1694934958794,20676813,20677279,467
WANETH,-0.00000090,-0.789,0.00011322,0.00011420,0.00011320,136.00000000,0.00011280,701.00000000,0.00011320,199.00000000,0.00011410,0.00011430,0.00011230,51789.00000000,5.86335140,1694848562051,1694934962051,6036934,6037182,249
WANBNB,0.00000000,0.000,0.00000000,0.00181000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
WPRBTC,0.00000000,0.000,0.00000000,0.00000027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
WPRETH,0.00000000,0.000,0.00000000,0.00004020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
QLCBTC,0.00000000,0.000,0.00000000,0.00000021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
QLCETH,0.00000000,0.000,0.00000000,0.00000603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SYSBTC,-0.00000002,-0.610,0.00000332,0.00000328,0.00000326,241.00000000,0.00000323,362.00000000,0.00000326,26082.00000000,0.00000328,0.00000336,0.00000322,417961.00000000,1.38933997,1694848482157,1694934882157,12853339,12853869,531
SYSETH,0.00000000,0.000,0.00000000,0.00011047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SYSBNB,0.00000000,0.000,0.00000000,0.00163500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
QLCBNB,0.00000000,0.000,0.00000000,0.00092200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GRSBTC,0.00000000,0.000,0.00000000,0.00001649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GRSETH,0.00000000,0.000,0.00000000,0.00076455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ADAUSDT,-0.00170000,-0.678,0.24944408,0.25060000,0.24900000,318.30000000,0.24900000,53598.40000000,0.24910000,63112.50000000,0.25070000,0.25160000,0.24690000,31087075.90000000,7754487.11518000,1694848570510,1694934970510,446866179,446893822,27644
ADABNB,-0.00000600,-0.514,0.00116322,0.00116700,0.00116100,1290.40000000,0.00115900,126.10000000,0.00116000,1659.10000000,0.00116700,0.00117400,0.00115500,153862.40000000,178.97590290,1694848538129,1694934938129,14056913,14057538,626
CLOAKBTC,0.00000000,0.000,0.00000000,0.00015550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
CLOAKETH,0.00000000,0.000,0.00000000,0.00414200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GNTBTC,0.00000000,0.000,0.00000000,0.00000678,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GNTETH,0.00000000,0.000,0.00000000,0.00022071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GNTBNB,0.00000000,0.000,0.00000000,0.00243900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
LOOMBTC,-0.00000009,-5.085,0.00000176,0.00000176,0.00000168,1495.00000000,0.00000167,12420.00000000,0.00000168,18543.00000000,0.00000177,0.00000185,0.00000165,2819216.00000000,4.95449836,1694848569367,1694934969367,14411867,14416625,4759
LOOMETH,0.00000000,0.000,0.00000000,0.00003231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
LOOMBNB,0.00000000,0.000,0.00000000,0.00088500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XRPUSDT,-0.00410000,-0.821,0.49843672,0.49910000,0.49500000,15656.00000000,0.49490000,100836.00000000,0.49500000,178569.00000000,0.49910000,0.50240000,0.49220000,138303024.00000000,68935305.20230000,1694848572523,1694934972523,553461403,553534259,72857
BCNBTC,0.00000000,0.000,0.00000000,0.00000022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BCNETH,0.00000000,0.000,0.00000000,0.00000707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BCNBNB,0.00000000,0.000,0.00000000,0.00002000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
REPBTC,0.00000000,0.000,0.00000000,0.00034130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
REPBNB,0.00000000,0.000,0.00000000,0.44670000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BTCTUSD,33.33000000,0.126,26553.54758994,26539.09000000,26572.42000000,0.10006000,26572.42000000,0.17954000,26572.43000000,1.50223000,26539.09000000,26640.38000000,26444.56000000,2138.02972000,56772273.91872500,1694848570241,1694934970241,369763214,369821957,58744
TUSDBTC,0.00000000,0.000,0.00000000,0.00025971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ETHTUSD,-6.94000000,-0.423,1633.44512091,1638.87000000,1631.93000000,0.03000000,1632.22000000,1.50540000,1632.23000000,2.60260000,1638.87000000,1641.61000000,1621.08000000,3134.97550000,5120810.43464600,1694848563583,1694934963583,7961285,7968432,7148
TUSDETH,0.00000000,0.000,0.00000000,0.00762097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
TUSDBNB,0.00000000,0.000,0.00000000,0.06777000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ZENBTC,-0.00000630,-2.241,0.00027705,0.00028110,0.00027480,18.83000000,0.00027450,1.25000000,0.00027510,1.25000000,0.00028110,0.00028110,0.00027210,857.37000000,0.23753271,1694848528841,1694934928841,10886105,10886736,632
ZENETH,-0.00008200,-1.801,0.00450012,0.00455900,0.00447200,1.22000000,0.00446800,2.00000000,0.00447600,1.22000000,0.00455400,0.00455400,0.00444000,428.19000000,1.92690642,1694848408770,1694934808770,1867990,1868323,334
ZENBNB,0.00000000,0.000,0.00000000,0.03290000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SKYBTC,0.00000000,0.000,0.00000000,0.00000829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SKYETH,0.00000000,0.000,0.00000000,0.00222000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SKYBNB,0.00000000,0.000,0.00000000,0.03022000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
EOSUSDT,-0.00900000,-1.562,0.57214574,0.57600000,0.56700000,9.20000000,0.56600000,1707.40000000,0.56700000,222493.10000000,0.57600000,0.58000000,0.56300000,4984671.10000000,2851958.35330000,1694848555651,1694934955651,225110485,225120428,9944
EOSBNB,-0.00004400,-1.642,0.00267321,0.00268400,0.00263500,6.40000000,0.00263300,176.80000000,0.00264400,1172.30000000,0.00267900,0.00270100,0.00263500,1354.30000000,3.62032980,1694848536726,1694934936726,6550910,6550937,28
CVCBTC,0.00000000,0.000,0.00000000,0.00000566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
CVCETH,0.00000000,0.000,0.00000000,0.00009930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
CVCBNB,0.00000000,0.000,0.00000000,0.00211200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
THETABTC,-0.00000036,-1.540,0.00002313,0.00002332,0.00002301,124.10000000,0.00002299,215.40000000,0.00002301,218.30000000,0.00002337,0.00002346,0.00002283,93796.40000000,2.16947939,1694848527733,1694934927733,35215060,35216069,1010
THETAETH,-0.00000290,-0.766,0.00037367,0.00037710,0.00037580,9.90000000,0.00037370,164.10000000,0.00037550,492.00000000,0.00037870,0.00037930,0.00037280,8691.50000000,3.24774372,1694848569842,1694934969842,6601629,6601690,62
THETABNB,-0.00004600,-1.588,0.00286613,0.00287500,0.00285000,50.80000000,0.00284000,163.90000000,0.00285400,539.90000000,0.00289600,0.00289600,0.00283200,694.60000000,1.99081220,1694848533936,1694934933936,3561705,3561728,24
XRPBNB,-0.00002000,-0.861,0.00232821,0.00232200,0.00230300,437.00000000,0.00230300,55.00000000,0.00230500,360.00000000,0.00232300,0.00234400,0.00230000,253920.00000000,591.17860800,1694848568449,1694934968449,16336936,16338507,1572
TUSDUSDT,0.00060000,0.060,0.99881554,0.99850000,0.99900000,284.00000000,0.99890000,5083888.00000000,0.99900000,2327598.00000000,0.99840000,0.99920000,0.99840000,49689747.00000000,49630891.55730000,1694848571943,1694934971943,36786413,36815460,29048
IOTAUSDT,-0.00170000,-1.072,0.15718398,0.15860000,0.15690000,7816.00000000,0.15690000,3601.00000000,0.15700000,1273.00000000,0.15860000,0.15990000,0.15380000,20218716.00000000,3178058.21220000,1694848572002,1694934972002,72094936,72112346,17411
XLMUSDT,-0.00180000,-1.506,0.11810017,0.11950000,0.11770000,68449.00000000,0.11760000,400998.00000000,0.11770000,42069.00000000,0.11950000,0.11980000,0.11570000,39428063.00000000,4656460.91880000,1694848572155,1694934972155,142226488,142242624,16137
IOTXBTC,-0.00000003,-5.000,0.00000058,0.00000059,0.00000057,1506.00000000,0.00000056,1485578.00000000,0.00000057,1215030.00000000,0.00000060,0.00000060,0.00000056,896863.00000000,0.52053795,1694848572060,1694934972060,12707425,12708691,1267
IOTXETH,-0.00000034,-3.545,0.00000943,0.00000959,0.00000925,366.00000000,0.00000922,1147907.00000000,0.00000925,17982.00000000,0.00000959,0.00000961,0.00000925,820493.00000000,7.73893094,1694848557414,1694934957414,4604610,4604760,151
QKCBTC,0.00000000,0.000,0.00000028,0.00000028,0.00000028,734424.00000000,0.00000027,4211014.00000000,0.00000028,1064172.00000000,0.00000028,0.00000029,0.00000027,2320491.00000000,0.64955415,1694848490903,1694934890903,13912173,13912369,197
QKCETH,-0.00000004,-0.881,0.00000454,0.00000452,0.00000450,59992.00000000,0.00000448,50771.00000000,0.00000453,347430.00000000,0.00000454,0.00000457,0.00000450,375692.00000000,1.70635141,1694848532401,1694934932401,3624636,3624663,28
AGIBTC,0.00000000,0.000,0.00000000,0.00000668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
AGIETH,0.00000000,0.000,0.00000000,0.00007363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
AGIBNB,0.00000000,0.000,0.00000000,0.00077200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NXSBTC,0.00000000,0.000,0.00000000,0.00000284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
